Nº_envolvido,condutor,cod_severidade,sexo,cinto_seguranca,Embreagues,Idade,categoria_habilitacao,especie_veiculo,pedestre,passageiro,turno
1,1,1,1,1,0,30,4,3,0,0,0
2,1,3,2,1,0,28,7,1,0,0,0
1,1,1,2,1,0,26,0,3,0,0,0
2,1,3,1,1,0,67,4,5,0,0,0
2,1,3,1,1,0,52,0,1,0,0,0
1,1,3,1,1,0,47,9,2,0,0,1
2,0,1,2,0,0,26,0,6,1,0,1
1,1,1,1,1,0,30,7,3,0,0,2
2,1,1,1,1,0,33,3,3,0,0,2
4,0,1,2,1,0,27,0,3,0,1,2
2,1,3,1,1,0,52,6,1,0,0,2
1,1,1,2,1,0,21,6,3,0,0,0
2,1,3,1,1,0,35,0,1,0,0,0
1,1,1,1,1,0,43,0,8,0,0,0
2,1,3,2,1,0,27,4,1,0,0,0
3,1,3,1,1,0,42,0,8,0,0,0
2,1,1,2,1,0,36,4,1,0,0,0
3,1,1,1,1,0,53,4,1,0,0,0
5,0,1,1,1,0,22,0,1,0,1,0
1,1,1,2,1,0,56,4,1,0,0,0
2,1,3,1,1,0,33,9,7,0,0,0
1,1,1,1,1,0,33,4,3,0,0,1
2,1,3,1,1,0,38,6,1,0,0,1
1,0,1,2,0,0,25,0,6,1,0,1
2,1,1,1,1,0,25,0,3,0,0,1
2,1,1,1,1,0,57,6,3,0,0,1
1,1,3,1,1,0,48,7,5,0,0,1
1,1,1,1,0,0,24,1,0,2,2,1
2,1,3,1,1,0,34,10,1,0,0,1
1,1,3,2,1,0,34,6,1,0,0,1
2,1,1,1,1,0,35,3,3,0,0,1
2,1,3,1,1,0,53,4,1,0,0,1
3,0,1,1,1,0,21,0,3,0,1,1
4,0,3,2,1,0,49,0,1,0,1,1
3,1,1,1,1,0,48,6,1,0,0,1
1,1,1,1,1,0,29,3,3,0,0,1
1,1,1,1,1,0,29,4,3,0,0,1
2,1,3,2,1,0,66,6,1,0,0,1
1,1,3,2,1,0,26,6,1,0,0,1
2,1,3,1,1,0,21,4,3,0,0,1
2,0,1,1,0,0,5,0,6,1,0,1
1,1,3,1,1,0,54,4,1,0,0,2
2,1,1,1,1,0,43,3,3,0,0,2
2,0,1,2,1,0,44,0,1,0,1,0
3,1,3,1,1,0,25,0,1,0,0,0
1,1,1,1,1,0,36,9,3,0,0,0
2,1,3,1,1,0,47,6,2,0,0,0
1,1,1,2,1,0,38,4,1,0,0,0
2,1,1,1,1,0,58,4,1,0,0,0
1,1,3,1,1,0,54,4,1,0,0,1
2,1,3,1,1,0,41,4,1,0,0,1
4,0,1,2,1,0,75,0,1,0,1,1
1,1,3,1,1,0,33,4,1,0,0,1
2,0,1,2,0,0,82,0,6,1,0,1
3,1,3,1,1,0,47,0,1,0,0,1
1,1,1,1,1,0,26,0,3,0,0,1
5,1,3,1,0,2,0,6,1,2,2,1
1,1,1,2,1,0,53,6,1,0,0,1
2,1,3,1,1,0,43,4,1,0,0,1
3,1,3,2,1,0,39,4,5,0,0,1
4,0,1,2,1,0,50,0,5,0,1,1
1,1,3,2,1,0,38,4,5,0,0,1
1,1,3,1,1,0,27,6,1,0,0,1
2,1,1,2,1,0,44,6,3,0,0,1
1,1,3,1,1,0,58,7,2,0,0,1
4,1,1,1,0,0,18,1,0,0,0,1
1,1,1,1,1,0,23,4,1,0,0,1
2,0,1,1,1,0,20,0,1,0,1,1
1,0,1,1,0,0,45,0,6,1,0,1
3,1,3,1,1,0,77,0,1,0,0,1
3,1,3,2,1,0,43,4,1,0,0,1
1,1,1,1,1,0,29,9,3,0,0,1
1,1,1,1,1,0,31,3,3,0,0,2
1,1,1,2,1,0,30,6,10,0,0,2
3,0,1,1,1,0,25,0,3,0,1,1
1,1,3,2,1,0,39,4,1,0,0,2
2,1,1,1,1,0,37,6,3,0,0,2
1,1,3,1,1,0,18,6,3,0,0,2
2,0,1,2,0,0,42,0,6,1,0,2
1,1,3,1,1,0,25,6,1,0,0,2
2,0,1,1,0,0,43,0,6,1,0,2
3,1,3,1,1,0,27,4,1,0,0,2
1,1,1,2,1,0,42,4,1,0,0,2
2,1,3,2,1,0,40,6,1,0,0,2
3,1,3,1,1,0,45,6,1,0,0,2
4,0,1,2,0,2,2,0,1,2,1,2
1,1,1,2,1,0,34,6,3,0,0,2
1,1,3,1,1,0,30,8,1,0,0,2
3,0,3,2,1,0,27,0,1,0,1,2
2,1,3,1,1,0,58,4,1,0,0,2
1,1,3,1,1,0,32,6,1,0,0,2
1,1,1,1,1,0,22,0,3,0,0,0
1,0,1,1,0,0,16,0,6,1,0,0
2,1,3,1,1,0,27,0,1,0,0,0
1,1,2,1,1,0,30,0,3,0,0,0
1,1,3,1,1,0,45,0,7,0,0,0
2,1,1,1,1,0,42,9,3,0,0,0
3,0,1,1,1,0,21,0,3,0,1,0
1,1,1,1,1,0,42,9,1,0,0,0
2,0,1,2,1,0,47,0,1,0,1,0
3,0,1,2,1,0,13,0,1,0,1,0
5,1,3,1,0,2,0,0,7,2,2,0
1,1,3,1,1,0,30,7,1,0,0,0
2,1,1,1,1,0,58,4,3,0,0,0
3,0,1,2,1,0,21,0,3,0,1,0
1,1,1,2,1,0,37,4,10,0,0,0
1,1,3,1,1,0,38,8,2,0,0,0
2,0,1,2,0,1,55,0,6,1,0,0
1,1,1,1,1,0,72,4,3,0,0,0
1,1,1,1,1,0,49,6,3,0,0,0
1,1,1,1,1,0,39,4,3,0,0,0
2,1,3,1,1,0,73,3,1,0,0,0
2,1,3,1,1,0,48,7,2,0,0,1
4,1,3,1,1,0,48,0,7,0,0,1
1,1,1,2,1,0,43,0,1,0,0,1
1,0,1,1,0,0,29,0,6,1,0,1
2,1,3,2,1,0,49,0,1,0,0,1
3,1,3,1,1,0,28,6,1,0,0,1
4,1,3,1,1,0,32,4,1,0,0,1
1,1,3,1,1,0,79,4,1,0,0,1
2,0,1,2,0,0,23,0,6,1,0,1
1,1,3,2,1,0,25,6,1,0,0,1
2,1,3,1,1,0,51,0,1,0,0,1
3,0,1,2,1,0,48,0,1,0,1,1
1,1,1,1,1,0,31,4,1,0,0,2
2,1,3,1,1,0,35,7,1,0,0,2
3,1,3,1,1,0,33,6,1,0,0,2
2,1,3,1,1,0,64,4,1,0,0,2
1,1,1,2,1,0,39,7,1,0,0,2
1,1,1,1,1,0,31,0,3,0,0,2
1,1,1,1,1,0,18,3,3,0,0,2
2,1,3,2,1,0,49,4,1,0,0,2
1,1,1,1,1,0,32,6,3,0,0,2
2,1,1,1,1,0,73,6,3,0,0,2
2,1,1,2,1,0,44,6,3,0,0,0
1,1,3,2,1,0,38,6,1,0,0,0
3,0,1,1,1,0,30,0,3,0,1,0
2,1,3,1,1,0,40,6,2,0,0,0
2,1,1,2,1,0,42,7,3,0,0,0
3,1,3,2,1,0,46,0,1,0,0,0
1,1,3,1,1,0,44,9,9,0,0,0
1,1,1,1,1,0,33,3,3,0,0,0
2,1,3,2,1,0,45,4,1,0,0,0
2,1,1,2,1,0,21,3,10,0,0,0
1,1,1,2,1,0,35,6,3,0,0,0
2,1,3,1,1,0,31,4,1,0,0,0
1,1,3,1,1,0,72,4,1,0,0,0
1,1,3,1,1,0,35,7,3,0,0,2
2,0,1,1,1,0,33,0,3,0,1,2
1,1,3,1,1,0,20,0,1,0,0,1
1,1,3,2,1,0,54,0,1,0,0,0
1,1,1,1,1,0,37,0,3,0,0,2
2,1,3,1,1,0,62,5,5,0,0,1
2,1,0,1,0,2,0,0,3,2,2,0
2,1,3,1,1,0,71,9,1,0,0,1
1,1,1,1,1,0,32,3,3,0,0,0
1,1,3,1,1,0,43,9,1,0,0,1
2,0,1,2,1,0,23,0,1,0,1,1
2,1,1,1,1,0,55,3,3,0,0,0
3,1,1,1,1,0,25,6,3,0,0,0
2,1,3,1,1,0,34,6,1,0,0,0
3,1,3,1,1,0,30,7,1,0,0,0
3,1,3,1,1,0,71,4,1,0,0,0
4,1,3,1,1,0,34,6,1,0,0,0
5,0,1,2,0,2,0,0,1,2,1,0
6,0,0,1,0,2,0,0,1,2,1,0
1,1,1,1,0,0,13,0,0,0,0,0
1,1,3,1,1,0,56,6,1,0,0,0
3,1,3,2,1,0,44,4,1,0,0,0
2,0,1,2,0,0,66,0,6,1,0,1
1,1,1,1,1,0,28,3,3,0,0,0
2,1,3,1,1,0,32,7,1,0,0,0
3,1,3,1,1,0,42,0,1,0,0,0
1,1,3,1,0,2,50,0,1,2,2,1
2,1,1,1,1,0,33,6,3,0,0,1
1,1,1,1,1,0,33,0,3,0,0,1
2,1,3,1,1,0,38,0,1,0,0,1
1,1,3,1,1,0,24,10,8,0,0,1
2,1,1,1,1,0,59,4,1,0,0,1
3,0,3,1,1,0,42,0,1,0,1,1
1,1,3,2,1,0,52,0,1,0,0,1
2,1,1,2,1,0,51,0,3,0,0,1
1,0,1,2,0,0,67,0,6,1,0,1
2,1,3,1,1,0,24,0,1,0,0,1
2,1,3,1,0,2,0,3,1,2,2,1
1,1,3,1,1,0,28,7,2,0,0,1
2,1,1,1,0,0,22,1,0,0,0,1
3,1,3,1,1,0,28,0,1,0,0,1
1,1,3,2,1,0,33,6,10,0,0,1
2,1,1,1,1,0,39,7,3,0,0,1
1,1,3,2,1,0,26,4,1,0,0,1
3,1,1,1,1,0,32,0,3,0,0,1
1,1,1,1,1,0,37,9,3,0,0,1
2,1,3,2,1,0,38,6,9,0,0,1
1,1,3,1,1,0,53,6,3,0,0,2
2,0,1,2,0,0,59,0,6,1,0,2
2,1,3,1,1,0,24,4,4,0,0,0
2,1,3,1,1,0,21,6,3,0,0,2
3,1,3,1,1,0,39,6,1,0,0,2
1,1,3,1,1,0,58,4,1,0,0,2
2,1,3,1,1,0,42,7,3,0,0,2
3,0,1,2,1,0,7,0,3,0,1,2
1,1,1,1,1,0,28,3,3,0,0,2
1,1,1,2,1,0,30,4,10,0,0,2
2,1,3,1,1,0,31,3,1,0,0,2
1,1,3,1,1,0,35,9,6,0,0,2
2,0,1,1,0,1,38,0,6,1,0,2
1,1,3,1,1,0,67,6,1,0,0,2
2,1,3,1,1,0,39,6,1,0,0,2
4,0,1,2,0,2,0,0,1,2,1,2
1,1,3,1,1,0,39,7,1,0,0,2
2,1,1,1,1,0,33,6,3,0,0,2
2,1,1,1,0,0,19,1,0,0,0,1
1,1,1,1,1,0,27,4,3,0,0,2
2,1,1,1,1,0,42,7,3,0,0,2
3,1,3,2,1,0,31,4,1,0,0,2
1,1,1,2,1,0,39,6,3,0,0,2
1,1,3,1,1,0,37,10,2,0,0,2
2,0,1,1,1,0,45,0,2,0,1,2
1,1,1,1,1,0,39,4,1,0,0,2
2,1,3,1,1,0,28,6,1,0,0,2
1,1,1,2,1,0,29,3,3,0,0,2
2,1,3,1,1,0,24,3,3,0,0,2
2,1,3,1,1,0,28,4,1,0,0,0
1,1,1,1,1,0,20,4,3,0,0,0
2,1,3,1,1,0,35,3,1,0,0,0
3,0,1,1,1,0,23,0,3,0,1,0
1,1,3,1,1,0,35,4,1,0,0,0
2,0,1,2,1,0,33,0,3,0,1,0
3,1,3,1,1,0,29,0,1,0,0,0
1,1,1,1,1,0,62,6,3,0,0,0
2,1,3,2,1,0,31,4,1,0,0,0
2,1,1,1,1,0,32,6,1,0,0,0
1,1,1,1,1,0,22,9,3,0,0,0
2,1,3,1,1,0,70,6,1,0,0,0
1,1,1,1,1,0,20,4,5,0,0,0
3,1,1,1,0,2,0,0,3,2,2,0
1,0,1,2,0,0,59,0,6,1,0,1
2,1,3,1,1,0,22,0,1,0,0,1
2,1,3,1,1,0,31,6,1,0,0,1
2,1,1,1,1,0,26,4,3,0,0,1
3,0,1,1,1,0,31,0,3,0,1,1
1,1,3,1,1,0,54,0,1,0,0,1
2,1,1,2,1,0,28,6,3,0,0,1
2,1,3,1,1,0,65,4,1,0,0,1
1,1,3,1,1,0,38,0,1,0,0,1
2,1,1,1,1,0,28,8,3,0,0,1
1,1,1,1,1,0,31,7,3,0,0,1
2,0,1,1,1,0,22,0,3,0,1,1
4,0,1,1,0,2,0,0,6,1,2,1
1,1,1,1,1,0,37,7,3,0,0,1
1,1,1,2,1,0,30,4,1,0,0,1
3,1,3,1,1,0,35,4,1,0,0,1
2,1,1,1,1,0,44,6,3,0,0,2
3,0,1,2,1,0,43,0,3,0,1,2
4,1,3,1,1,0,32,0,7,0,0,2
2,0,1,1,0,0,54,0,6,1,0,2
1,1,3,1,1,0,18,9,1,0,0,2
2,1,1,1,1,0,57,4,1,0,0,2
2,1,3,1,1,0,38,9,6,0,0,2
1,1,1,1,1,0,44,6,3,0,0,2
1,0,1,1,1,0,17,0,3,0,1,2
2,1,1,1,1,0,19,0,3,0,0,2
3,1,1,2,1,0,20,6,3,0,0,2
1,1,3,1,1,0,37,0,1,0,0,0
1,0,1,1,0,0,76,0,6,1,0,0
3,0,1,2,1,0,21,0,2,0,1,1
4,0,1,2,1,0,44,0,2,0,1,1
5,0,1,2,1,0,60,0,2,0,1,1
6,0,1,2,1,0,52,0,2,0,1,1
1,1,3,2,1,0,57,0,1,0,0,0
2,1,1,2,1,0,37,4,3,0,0,0
3,0,1,1,1,0,37,0,3,0,1,0
2,1,1,1,1,0,47,0,3,0,0,1
3,1,3,1,0,2,0,0,1,2,2,1
1,1,3,1,1,0,33,8,6,0,0,1
2,1,2,1,1,0,19,3,3,0,0,1
2,1,1,1,1,0,29,0,3,0,0,1
1,1,3,2,1,0,47,4,5,0,0,1
2,1,1,1,0,0,20,0,0,0,0,1
2,1,1,1,1,0,26,4,1,0,0,1
3,0,1,2,1,0,44,0,1,0,1,1
1,1,3,1,1,0,38,3,1,0,0,1
1,1,1,1,1,0,33,7,3,0,0,1
2,1,1,1,1,0,19,0,3,0,0,1
3,1,0,0,0,2,0,0,7,2,2,1
1,1,3,2,1,0,34,0,1,0,0,1
2,0,1,1,0,0,16,0,6,1,2,1
2,1,3,1,1,0,25,0,1,0,0,2
2,0,1,2,1,0,38,0,3,0,1,2
1,1,1,1,1,0,38,8,3,0,0,2
1,1,1,1,1,0,23,4,3,0,0,1
2,1,3,1,1,0,66,3,1,0,0,1
2,0,1,1,0,1,28,0,6,1,0,2
1,1,1,1,1,0,43,6,3,0,0,2
2,1,3,1,1,0,44,4,5,0,0,2
1,1,1,1,1,0,22,4,3,0,0,2
2,1,3,2,1,0,29,6,1,0,0,2
1,0,1,1,1,1,49,0,2,0,1,2
2,1,3,1,1,0,40,0,2,0,0,2
1,1,3,1,1,0,32,9,1,0,0,2
2,1,3,1,1,0,61,6,1,0,0,2
3,1,1,1,1,0,30,6,3,0,0,2
1,1,1,1,1,0,40,4,3,0,0,0
2,1,3,1,1,0,47,8,1,0,0,0
1,1,3,1,1,0,55,9,2,0,0,2
3,0,1,1,0,2,8,0,6,1,2,2
1,1,3,2,1,0,27,6,1,0,0,0
2,1,1,1,1,0,20,4,3,0,0,0
3,1,1,1,1,0,20,2,3,0,0,0
4,0,1,2,1,0,18,0,3,0,1,0
2,1,3,1,1,0,46,7,2,0,0,0
2,0,1,2,1,0,23,0,1,0,1,0
2,0,1,1,0,0,23,0,6,1,0,0
1,1,1,1,1,0,69,4,1,0,0,0
1,1,3,1,1,0,63,4,4,0,0,1
1,1,1,2,1,0,38,4,3,0,0,1
2,1,3,1,1,0,59,6,1,0,0,1
3,0,1,1,1,0,33,0,3,0,1,1
1,1,3,1,1,0,57,6,1,0,0,2
1,1,3,1,1,0,49,4,1,0,0,1
2,1,3,1,1,0,25,6,1,0,0,1
3,1,1,1,1,0,29,7,3,0,0,1
1,1,1,2,1,0,31,3,3,0,0,1
3,1,1,1,1,0,26,6,3,0,0,1
1,1,3,1,1,0,39,9,2,0,0,2
2,0,2,2,0,0,60,0,6,1,0,2
2,1,1,1,1,0,29,3,3,0,0,1
3,0,3,2,1,0,26,0,3,0,1,1
3,1,3,1,1,0,38,6,1,0,0,2
2,1,1,1,1,0,54,7,3,0,0,2
2,0,1,2,0,0,73,0,6,1,0,1
1,1,1,1,1,0,43,5,1,0,0,2
1,1,1,2,1,0,28,4,3,0,0,2
1,1,3,1,1,0,22,3,3,0,0,2
2,0,1,2,0,0,66,0,6,1,0,2
1,0,1,2,1,0,51,0,1,0,1,2
2,1,3,1,1,0,56,0,1,0,0,2
3,1,3,1,1,0,48,4,2,0,0,2
2,0,1,2,0,0,63,0,6,1,0,2
1,1,1,2,1,0,25,4,1,0,0,2
2,1,3,2,1,0,20,6,1,0,0,2
1,0,3,2,0,0,48,0,1,0,1,2
2,0,1,2,1,0,27,0,1,0,1,2
3,1,3,1,1,0,73,0,1,0,0,2
3,0,1,1,1,0,22,0,3,0,1,2
1,1,3,2,1,0,45,4,1,0,0,0
2,1,1,1,1,0,33,7,3,0,0,0
1,1,1,1,1,0,18,4,3,0,0,0
2,1,3,1,1,0,48,3,1,0,0,0
1,1,3,1,1,0,41,7,2,0,0,0
2,1,1,1,1,0,54,0,3,0,0,0
1,1,3,1,1,0,27,6,3,0,0,0
2,1,3,2,1,0,28,0,1,0,0,0
3,1,1,1,1,0,32,2,3,0,0,0
5,1,3,0,0,2,0,0,7,2,2,0
1,1,1,1,1,0,67,4,1,0,0,1
2,0,1,2,1,0,19,0,3,0,1,0
3,1,3,1,1,0,72,0,5,0,0,0
1,1,1,1,1,0,47,7,3,0,0,0
2,1,3,2,1,0,22,6,3,0,0,0
1,0,3,1,1,0,45,0,1,0,1,0
3,0,1,2,1,0,80,0,1,0,1,0
1,1,3,1,1,0,40,10,2,0,0,1
4,0,1,2,1,0,24,0,3,0,1,1
1,1,3,1,1,0,72,4,1,0,0,1
2,0,1,2,0,0,18,0,6,1,0,1
1,1,1,1,1,0,26,2,3,0,0,1
2,1,3,1,1,0,54,6,1,0,0,1
2,1,1,1,1,0,31,7,3,0,0,1
1,1,1,1,0,0,25,1,0,2,2,1
1,1,1,1,1,0,25,2,3,0,0,0
1,1,1,2,1,0,39,6,3,0,0,1
1,0,1,2,1,0,65,0,2,0,1,1
2,1,3,1,1,0,23,4,1,0,0,2
1,1,3,1,1,0,29,7,3,0,0,2
2,0,1,1,0,0,39,0,6,1,0,2
1,1,3,2,1,0,50,4,1,0,0,2
2,1,1,1,1,0,20,6,3,0,0,2
4,0,0,1,1,0,16,0,3,0,1,2
1,1,1,2,1,0,27,0,1,0,0,0
3,1,0,0,0,2,0,6,3,2,2,0
1,1,3,1,1,0,36,7,1,0,0,0
2,1,1,1,1,0,32,4,3,0,0,0
2,1,3,1,1,0,36,4,4,0,0,0
2,1,3,1,1,0,37,0,1,0,0,0
1,1,1,1,1,0,50,6,10,0,0,0
2,1,3,1,1,0,40,6,1,0,0,0
1,1,1,1,1,0,35,0,1,0,0,0
2,1,0,0,0,2,0,2,1,2,2,0
1,1,3,1,1,0,63,6,1,0,0,0
2,1,1,1,1,0,31,3,3,0,0,0
1,1,3,1,1,0,40,7,6,0,0,0
2,1,1,1,1,0,31,4,3,0,0,0
2,1,1,1,1,0,18,0,3,0,0,0
2,0,1,2,0,0,19,0,6,1,0,0
1,1,1,1,1,0,30,6,1,0,0,0
1,1,1,1,1,0,22,4,1,0,0,1
2,0,3,1,1,0,19,0,1,0,1,1
1,0,1,1,1,0,65,0,2,0,1,1
2,1,0,0,0,2,0,0,2,2,2,1
1,1,3,1,1,0,33,7,2,0,0,1
1,1,3,1,1,0,63,6,5,0,0,1
2,0,1,2,1,0,64,0,5,2,1,1
2,1,1,1,0,2,0,9,3,2,2,1
2,1,1,1,1,0,34,6,1,0,0,1
3,1,3,2,1,0,27,4,1,0,0,1
2,0,1,2,0,0,17,0,6,1,0,1
3,1,3,1,1,0,46,0,1,0,0,1
1,1,3,1,1,0,46,6,3,0,0,2
2,0,1,1,1,0,18,0,3,0,1,2
3,1,3,1,1,0,48,0,1,0,0,2
1,1,3,1,1,0,34,7,1,0,0,1
2,0,1,2,0,0,42,0,6,1,0,1
1,1,3,1,1,0,39,7,3,0,0,2
2,1,1,1,1,0,31,0,10,0,0,2
2,0,1,0,1,0,2,0,2,0,1,2
1,1,1,1,1,0,41,3,3,0,0,2
1,1,1,1,0,0,53,0,0,0,0,2
2,1,3,1,1,0,58,5,1,0,0,2
1,1,3,1,1,0,41,3,1,0,0,2
2,1,1,1,1,0,19,6,1,0,0,2
1,1,1,2,1,0,54,4,1,0,0,2
2,1,3,1,1,0,32,6,1,0,0,2
3,1,1,1,1,0,29,0,3,0,0,2
4,0,1,2,1,0,30,0,3,0,1,2
1,1,1,1,1,1,43,4,1,0,0,0
2,1,3,1,1,0,40,10,2,0,0,0
2,1,3,2,1,0,33,6,1,0,0,0
1,1,1,1,1,0,51,4,1,0,0,1
2,1,3,1,1,0,41,6,1,0,0,1
1,1,1,1,1,1,44,6,1,0,0,1
2,0,3,2,1,0,47,0,1,0,1,1
4,1,1,2,0,0,12,1,0,0,0,1
5,1,0,0,0,2,0,0,1,2,2,1
6,0,1,2,0,2,10,0,0,2,1,1
1,1,3,2,1,0,31,6,1,0,0,2
1,1,3,1,1,0,57,8,7,0,0,2
2,1,1,1,0,0,26,0,1,2,2,2
1,1,3,1,1,0,37,9,1,0,0,2
1,1,3,1,1,0,17,0,3,0,0,2
3,0,1,2,0,0,17,0,6,1,0,2
2,1,3,2,1,0,43,4,1,0,0,2
3,0,1,1,1,0,17,0,1,0,1,2
1,1,3,2,1,0,55,4,1,0,0,2
2,1,1,1,1,0,35,7,1,0,0,0
3,1,3,2,1,0,75,4,1,0,0,0
1,1,3,1,1,0,51,0,8,0,0,0
2,1,1,1,1,0,51,8,1,0,0,0
3,1,1,1,1,0,24,4,1,0,0,0
4,0,3,2,1,0,23,0,1,0,1,0
1,1,3,1,1,0,47,7,1,0,0,0
2,1,1,1,1,0,30,2,3,0,0,0
1,1,1,2,1,0,30,6,3,0,0,1
2,1,3,1,0,0,29,1,0,0,0,1
2,1,3,1,1,0,47,0,1,0,0,0
1,1,1,2,1,0,20,6,3,0,0,1
1,1,3,1,1,0,63,4,1,0,0,1
2,0,1,1,0,0,78,0,6,1,0,1
1,1,1,1,1,0,50,2,3,2,2,1
2,1,3,1,1,0,21,0,3,0,0,1
2,0,1,1,0,0,49,0,6,1,0,2
1,1,3,1,1,0,61,4,1,0,0,2
2,1,1,1,1,0,37,4,1,0,0,2
2,1,3,1,1,0,31,7,2,0,0,2
3,0,1,2,1,0,63,0,2,0,1,2
2,1,3,1,1,0,21,4,1,0,0,0
1,1,3,1,1,1,28,7,1,0,0,0
3,1,3,1,1,0,73,0,1,0,0,0
1,1,3,2,1,0,51,4,1,0,0,0
3,1,1,1,1,0,33,0,3,0,0,0
1,1,1,2,1,0,32,4,1,0,0,1
7,0,3,1,1,0,6,0,1,0,1,1
1,1,1,1,1,0,22,6,5,0,0,1
2,1,3,1,1,0,46,6,1,0,0,1
3,1,1,1,1,0,54,4,5,0,0,1
4,1,1,1,1,0,40,4,1,0,0,1
5,0,1,2,0,0,33,0,1,0,1,1
12,0,3,2,1,0,1,0,1,0,1,1
3,1,3,1,1,1,26,0,1,0,0,2
4,1,3,1,1,0,43,0,1,0,0,2
2,0,1,1,0,0,61,0,6,1,0,2
2,0,1,1,1,0,24,0,3,0,1,2
1,1,1,2,1,1,21,4,1,0,0,2
2,0,1,2,1,1,26,0,1,0,1,2
1,1,3,1,1,1,64,4,1,0,0,2
1,1,3,1,1,0,40,7,2,0,0,2
1,1,3,1,1,0,24,6,5,0,0,0
2,1,1,1,1,0,21,3,3,0,0,0
1,1,3,1,1,0,27,3,3,0,0,0
3,1,3,1,1,0,32,0,1,0,0,0
1,0,1,2,1,0,41,0,3,0,1,0
2,1,1,1,1,0,44,0,3,0,0,0
1,1,3,1,1,0,68,9,1,0,0,0
1,1,3,1,1,0,43,9,1,0,0,0
2,0,1,2,1,0,55,0,1,0,1,0
1,1,3,1,1,0,38,6,5,0,0,0
2,1,1,2,1,0,33,4,5,0,0,0
1,1,1,2,1,0,41,0,3,0,0,0
1,1,1,1,1,0,23,0,3,0,0,0
3,1,3,1,1,0,36,3,1,0,0,0
1,1,3,1,1,0,40,0,2,0,0,0
2,1,1,1,1,0,26,0,3,0,0,0
3,0,1,1,1,0,31,0,3,0,1,0
1,1,3,2,1,0,37,4,1,0,0,0
3,1,0,1,0,2,0,0,7,2,2,0
1,1,3,1,1,0,43,9,2,0,0,0
2,1,3,1,1,0,37,6,1,0,0,0
3,0,1,2,1,0,68,0,1,0,1,0
1,1,1,1,0,0,28,0,3,2,2,2
1,1,3,1,1,0,36,8,2,0,0,0
1,1,3,1,1,0,48,6,1,0,0,0
2,0,3,2,1,0,60,0,3,0,1,0
3,1,1,1,1,0,36,0,3,0,0,0
2,1,3,1,1,0,34,7,1,0,0,1
2,1,1,1,1,0,20,2,3,0,0,0
1,0,1,2,0,0,24,0,6,1,0,0
2,0,1,1,0,0,65,0,6,1,0,1
2,0,1,2,1,0,18,0,3,0,1,1
3,1,3,1,1,0,39,6,2,0,0,1
1,1,3,2,1,0,60,9,1,0,0,1
2,1,3,1,1,0,32,0,2,0,0,1
1,0,1,2,0,0,74,0,9,2,1,1
2,1,3,1,1,0,49,0,9,0,0,1
3,0,1,2,0,0,46,0,6,1,2,1
1,1,1,2,1,0,33,3,3,0,0,1
2,1,1,1,1,0,41,7,3,0,0,2
2,1,3,1,1,0,41,0,2,0,0,1
3,0,1,1,1,0,58,0,2,0,1,1
3,1,3,1,1,0,56,7,2,0,0,2
2,1,0,0,0,2,0,0,11,2,2,1
3,1,1,1,1,0,32,6,3,0,0,2
1,1,1,1,1,0,22,7,3,0,0,1
2,1,1,1,1,0,33,4,1,0,0,2
3,1,3,1,1,0,47,4,1,0,0,2
4,1,3,1,1,0,30,6,7,0,0,2
1,0,1,2,0,0,77,0,6,1,0,2
2,1,3,1,1,0,39,0,2,0,0,2
1,1,3,1,1,0,57,9,2,0,0,2
2,0,1,2,1,0,61,0,2,0,1,2
1,1,3,1,1,0,38,9,2,0,0,2
2,1,1,1,1,0,26,6,3,0,0,2
1,1,1,1,1,0,50,3,3,0,0,1
1,1,3,1,1,0,69,6,1,0,0,0
2,1,1,1,1,0,53,3,3,0,0,0
2,1,3,1,1,0,32,9,1,0,0,0
3,1,3,1,1,0,25,6,1,0,0,0
4,1,3,1,1,0,59,0,1,0,0,0
5,1,1,2,1,0,29,0,3,0,0,0
3,0,3,2,1,0,23,0,3,0,1,0
1,1,3,2,1,0,20,4,1,0,0,1
2,1,1,2,1,0,22,4,1,0,0,1
1,1,3,2,1,0,64,4,1,0,0,0
2,1,1,1,0,0,25,1,0,0,0,1
1,0,1,1,0,0,15,0,6,1,0,1
2,1,3,1,1,0,48,0,1,0,0,1
1,0,1,2,0,0,82,0,6,1,0,0
2,1,3,2,1,0,50,0,1,0,0,0
2,0,1,2,0,0,88,0,6,1,0,1
2,1,3,1,1,0,73,4,1,0,0,1
3,1,3,1,1,0,30,0,1,0,0,1
1,1,3,1,1,0,64,9,1,0,0,1
2,0,1,1,0,0,9,0,6,1,0,1
1,0,1,2,0,0,16,0,6,1,0,1
2,1,3,1,0,2,0,0,3,2,2,1
1,1,3,1,1,0,22,6,1,0,0,1
1,1,1,1,1,0,20,0,1,0,0,0
1,1,3,1,1,0,30,3,1,0,0,0
2,1,1,1,1,0,37,4,3,0,0,0
2,1,3,2,1,0,77,4,1,0,0,0
2,1,1,1,1,0,30,6,1,0,0,0
2,1,3,1,1,0,41,6,1,0,0,0
1,1,1,1,1,0,47,6,1,0,0,0
2,0,1,2,0,2,0,0,3,2,1,0
1,1,1,2,1,0,56,6,3,0,0,0
2,1,3,1,1,0,74,4,1,0,0,0
1,1,3,1,1,0,64,7,1,0,0,0
3,1,3,1,1,0,56,9,1,0,0,0
4,0,1,2,1,0,51,0,1,0,1,0
5,0,1,1,1,0,80,0,1,0,1,0
