Nº_envolvido,condutor,cod_severidade,sexo,cinto_seguranca,Embreagues,Idade,categoria_habilitacao,especie_veiculo,pedestre,passageiro,turno
2,0,1,1,1,0,18,0,1,0,1,2
3,1,3,1,1,0,22,0,1,0,0,2
2,0,1,1,1,0,40,0,3,0,1,2
1,0,1,2,1,0,39,0,2,0,1,2
2,1,3,1,1,0,55,0,2,0,0,2
1,0,1,1,0,0,38,0,6,1,0,0
2,1,3,2,1,0,64,0,1,0,0,0
2,1,3,1,1,0,49,9,2,0,0,0
3,1,1,1,1,0,22,3,3,0,0,0
2,0,1,1,1,0,27,0,3,0,1,0
2,1,1,1,1,0,22,7,3,0,0,0
3,0,1,2,1,0,50,0,3,0,1,0
2,0,1,1,0,0,7,0,6,1,0,0
1,0,1,1,0,0,84,0,6,1,0,0
1,1,1,1,1,0,22,3,1,0,0,0
1,1,3,1,1,0,42,9,2,0,0,2
2,0,1,2,1,0,25,0,2,2,1,2
1,1,3,1,1,0,48,0,1,0,0,0
3,1,1,1,1,0,25,4,3,0,0,0
4,0,1,1,1,0,25,0,3,0,1,0
2,0,1,1,1,0,41,0,1,0,1,0
3,1,3,1,1,0,30,0,7,0,0,0
1,1,3,2,1,0,48,6,1,0,0,0
2,1,1,1,1,0,36,4,3,0,0,0
1,1,1,1,1,0,35,8,3,0,0,0
3,1,3,1,1,0,58,4,3,0,0,0
1,1,3,2,1,0,41,3,1,0,0,0
2,1,1,1,1,0,24,4,3,0,0,0
2,1,1,1,1,0,46,4,3,0,0,0
3,0,1,2,1,0,43,0,3,0,1,0
4,1,1,2,1,0,44,0,3,0,0,0
1,1,1,1,1,0,28,6,3,2,2,2
1,1,3,2,1,0,44,0,6,2,2,0
2,1,1,1,1,0,44,4,3,2,2,0
1,1,3,1,1,0,34,6,1,0,0,0
2,1,1,1,1,0,35,7,3,0,0,0
1,1,3,1,1,0,40,8,5,0,0,0
2,1,1,1,1,0,38,8,3,0,0,0
1,1,3,1,1,0,45,3,1,0,0,0
2,1,1,1,1,0,23,7,3,2,2,0
1,1,1,2,1,0,59,4,1,0,0,0
2,1,1,2,1,0,77,4,1,0,0,0
2,0,1,2,1,0,22,0,3,2,1,0
3,1,3,1,1,0,36,0,1,0,0,0
2,0,1,2,1,0,35,0,3,0,1,0
1,1,3,1,1,0,30,5,1,0,0,1
2,0,1,2,1,0,23,0,3,2,1,1
1,0,1,2,1,0,51,0,1,2,1,1
2,1,1,1,1,0,64,0,1,2,2,1
3,1,3,2,1,0,42,4,1,0,0,1
2,1,3,1,1,0,39,6,1,0,0,1
1,1,3,1,1,0,39,6,1,0,0,1
2,1,1,2,1,0,54,6,10,2,2,1
1,1,3,1,1,0,27,6,5,0,0,1
2,1,1,1,1,0,21,3,3,2,2,1
1,1,3,1,1,0,42,0,1,0,0,2
2,1,1,1,1,0,52,0,3,2,2,2
1,1,3,1,1,0,37,3,1,0,0,2
1,1,1,1,1,0,27,12,3,0,0,2
3,1,1,1,1,0,19,0,3,0,0,0
1,1,3,1,1,0,23,0,3,0,0,0
1,1,3,1,1,0,36,9,2,0,0,2
2,0,1,2,1,0,49,0,2,0,1,2
1,1,3,1,1,0,35,3,1,0,0,0
2,1,1,2,1,0,35,4,1,0,0,0
3,1,3,1,1,0,42,6,1,0,0,0
4,1,3,1,1,0,58,4,1,0,0,0
5,0,1,1,1,0,35,0,1,0,1,0
7,0,3,1,1,0,49,0,5,0,1,0
1,0,1,2,1,0,34,0,1,1,0,0
2,0,1,2,1,0,71,0,1,0,1,1
3,1,3,2,1,0,57,0,1,0,0,1
1,1,1,1,1,0,54,6,3,0,0,0
2,1,3,1,1,0,47,10,2,0,0,0
3,0,1,1,1,0,42,0,3,0,1,0
2,1,1,2,1,0,24,6,3,0,0,1
1,0,1,2,0,0,46,0,2,2,1,1
2,0,1,2,0,0,45,0,2,2,1,1
3,0,1,2,0,0,48,0,2,2,1,1
4,1,3,1,1,0,48,0,2,0,0,1
1,0,1,1,1,0,28,0,1,2,1,1
2,1,1,1,1,0,20,0,1,0,0,1
3,1,2,1,1,0,32,0,3,0,0,1
4,1,1,1,1,0,41,3,3,0,0,1
1,1,1,2,1,0,30,0,1,0,0,1
1,1,1,2,1,0,38,6,3,0,0,1
1,1,3,1,1,0,78,6,1,0,0,1
2,1,1,1,1,0,39,3,3,0,0,1
1,1,1,1,0,0,18,0,0,0,0,1
2,1,1,1,1,0,41,6,1,0,0,1
1,1,3,2,1,0,58,0,1,0,0,1
3,0,1,2,0,0,68,0,6,1,0,1
2,1,1,1,1,0,30,7,3,0,0,2
2,1,1,2,1,0,33,6,3,0,0,2
2,1,1,1,0,0,13,0,0,0,0,2
2,1,3,1,1,0,55,3,1,0,0,2
1,1,1,1,1,0,57,4,3,0,0,1
1,1,1,2,1,0,36,6,10,0,0,1
3,1,1,1,1,1,39,0,3,0,0,1
1,1,1,1,1,0,24,4,10,0,0,1
3,0,1,2,1,0,20,0,10,0,1,1
1,1,3,1,1,0,32,10,7,0,0,2
1,1,3,1,0,0,34,1,0,0,0,2
2,0,1,1,1,0,11,0,3,0,1,2
1,1,3,2,1,0,29,0,1,0,0,2
2,1,1,2,1,0,26,0,3,0,0,2
3,0,1,2,1,0,45,0,3,0,1,2
1,1,3,1,1,0,75,4,1,0,0,2
3,0,3,1,1,0,48,0,3,0,1,2
2,1,3,1,1,0,63,7,1,0,0,2
1,1,3,1,1,0,55,7,1,0,0,2
1,1,3,1,1,0,46,9,2,0,0,2
3,0,1,1,0,0,40,0,6,1,0,2
3,0,1,2,0,0,14,0,0,0,1,2
3,0,1,1,1,0,52,0,5,0,1,0
1,1,3,1,1,0,41,6,5,0,0,0
1,0,1,2,1,0,59,0,1,0,1,0
2,1,3,1,1,0,70,4,1,0,0,0
1,1,3,1,1,0,47,4,7,0,0,0
2,0,1,1,0,0,44,0,6,1,0,0
1,1,3,1,1,0,26,6,5,0,0,1
2,1,1,2,1,0,47,6,3,0,0,1
1,1,3,1,1,0,30,2,1,0,0,1
2,1,1,1,1,0,44,2,3,0,0,1
2,1,3,1,1,0,61,6,1,0,0,1
3,0,1,1,1,0,85,0,1,0,1,1
1,1,3,1,1,0,39,2,1,0,0,1
2,1,1,1,1,0,23,2,3,0,0,1
2,0,1,2,1,0,34,0,3,0,1,2
2,1,3,2,1,0,38,4,1,0,0,1
1,1,3,2,1,0,40,9,1,0,0,1
2,0,1,1,0,0,35,0,6,1,0,1
2,1,3,1,0,2,0,0,6,2,2,2
3,1,3,2,1,0,55,0,1,0,0,1
1,1,1,1,1,0,40,6,3,0,0,1
2,1,3,1,1,0,51,7,1,0,0,2
4,1,3,0,0,2,0,0,8,2,2,1
1,1,1,1,1,0,73,4,1,0,0,1
1,1,1,1,1,0,62,0,3,0,0,1
2,1,3,2,1,0,70,0,1,0,0,1
3,1,1,1,1,0,50,7,3,0,0,0
1,1,1,1,1,0,46,7,10,0,0,1
1,0,1,2,1,0,39,0,3,0,1,1
2,1,3,1,1,0,33,0,3,0,0,1
2,1,3,2,1,0,58,4,1,0,0,1
2,1,3,1,1,0,21,3,3,0,0,1
3,0,1,2,1,0,18,0,3,0,1,1
3,0,1,1,1,0,27,0,3,0,1,1
2,1,3,1,1,0,27,6,3,0,0,2
2,1,3,1,1,0,43,10,8,0,0,2
3,1,1,1,1,0,49,0,3,0,0,2
2,1,3,2,1,0,28,6,1,0,0,2
1,1,3,1,1,0,50,12,1,0,0,2
2,1,1,2,1,0,27,3,3,0,0,2
2,0,1,2,0,0,29,0,6,1,0,2
1,1,1,1,1,0,51,0,3,0,0,2
1,1,3,1,1,0,51,5,7,0,0,2
3,1,3,1,1,0,25,6,1,0,0,2
5,0,1,1,0,0,28,0,6,1,0,2
6,0,1,2,1,0,31,0,1,0,1,2
7,0,1,1,0,2,0,0,1,2,1,2
2,1,1,1,1,0,52,3,3,0,0,2
1,1,1,2,1,0,59,6,10,0,0,2
1,1,3,1,1,0,24,6,1,0,0,0
1,1,1,1,0,0,26,1,0,0,0,0
1,1,1,2,1,0,45,4,1,0,0,0
2,0,1,2,1,0,40,0,3,0,1,0
3,1,1,1,1,0,58,0,3,0,0,0
4,1,3,1,1,0,46,2,1,0,0,0
3,1,3,1,1,0,30,6,1,0,0,0
2,1,3,1,1,0,56,6,1,0,0,0
2,1,1,1,0,0,16,1,0,2,2,2
1,1,3,1,1,0,63,6,1,0,0,2
1,0,1,2,0,1,50,0,6,1,0,2
1,1,1,1,1,0,33,4,3,0,0,2
2,0,1,1,0,0,52,0,6,1,0,0
1,1,3,1,1,0,41,0,9,0,0,0
3,1,1,1,1,0,32,3,3,0,0,0
4,1,3,1,1,0,45,6,3,0,0,0
6,1,3,2,1,0,29,7,1,0,0,0
1,1,1,1,0,0,42,1,0,2,2,0
2,1,3,2,1,0,29,0,1,0,0,0
2,1,1,1,1,0,27,0,3,2,2,1
2,1,3,1,1,0,44,7,5,0,0,0
3,0,3,2,1,0,38,0,1,0,1,0
3,0,1,2,1,0,41,0,1,0,1,0
1,1,1,1,1,0,19,0,3,2,2,1
2,1,3,1,1,0,67,0,7,0,0,1
1,1,1,2,1,0,30,3,3,0,0,0
2,0,1,1,0,0,25,0,6,1,0,0
1,1,1,2,1,0,26,6,3,0,0,0
2,1,3,2,1,0,47,6,1,0,0,1
1,1,3,1,1,0,21,6,3,0,0,1
2,1,3,1,1,0,35,7,1,0,0,1
3,1,3,1,1,0,47,6,1,0,0,1
4,0,1,1,1,0,22,0,3,0,1,1
1,1,3,2,1,0,43,0,1,0,0,1
2,1,1,2,1,0,20,0,3,0,0,1
2,0,1,2,0,0,58,0,6,1,0,1
1,1,3,1,1,0,55,6,7,0,0,1
3,0,1,1,1,0,15,0,3,0,1,1
1,1,1,1,1,0,40,2,3,0,0,2
2,1,3,1,1,0,31,7,1,0,0,2
2,1,3,1,1,0,70,9,1,0,0,1
2,1,3,1,1,0,36,7,7,0,0,1
5,1,3,1,1,0,45,4,1,0,0,2
1,1,3,1,1,0,70,4,1,0,0,2
1,1,3,1,1,0,23,6,1,0,0,2
2,1,3,1,1,0,49,6,5,0,0,0
3,0,1,1,1,0,54,0,5,0,1,0
5,0,1,2,1,0,3,0,1,0,1,0
6,0,1,2,1,0,48,0,1,0,1,0
7,0,1,1,1,0,54,0,1,0,1,0
1,1,2,1,1,0,36,3,3,0,0,0
3,1,1,1,1,0,29,0,1,0,0,0
2,1,1,1,1,0,30,0,1,0,0,0
2,1,1,1,1,0,61,3,3,0,0,0
1,1,3,2,1,0,35,3,4,0,0,0
2,1,1,1,1,0,18,4,3,0,0,0
1,1,1,1,1,0,42,4,3,0,0,1
2,1,3,2,1,0,26,6,1,0,0,1
2,0,1,2,1,0,42,0,1,0,1,0
2,1,3,2,1,0,28,6,1,0,0,1
1,1,3,2,1,0,66,4,1,0,0,0
1,1,3,1,1,0,38,3,8,0,0,1
2,1,1,1,1,0,37,10,3,0,0,1
2,0,1,2,1,0,27,0,1,0,1,1
3,1,3,1,1,0,51,0,2,0,0,1
1,1,3,1,1,0,24,3,3,0,0,1
3,0,1,2,0,0,61,0,6,1,0,1
1,1,3,2,1,0,65,0,1,0,0,1
1,1,3,1,1,0,50,0,2,0,0,1
2,1,1,2,0,0,48,0,0,0,0,1
1,1,3,2,1,0,40,4,4,0,0,2
2,1,1,1,0,0,18,0,0,0,0,2
3,0,1,2,0,0,19,0,0,2,1,2
1,1,1,2,1,0,39,6,3,0,0,0
1,1,3,1,1,0,47,7,1,0,0,2
1,1,3,1,1,0,24,4,1,0,0,2
1,1,1,1,1,0,39,4,3,0,0,2
2,1,3,2,1,0,36,6,1,0,0,2
2,1,3,2,0,2,0,6,1,2,2,2
2,0,1,1,1,0,23,0,3,0,1,0
2,1,3,1,1,1,29,0,1,0,0,0
2,0,1,2,1,1,20,0,1,0,1,0
3,0,3,2,1,1,18,0,1,0,1,0
4,0,1,2,1,1,18,0,1,0,1,0
1,1,1,1,1,0,45,3,3,0,0,0
2,0,1,1,1,0,40,0,3,0,1,0
1,1,3,1,1,0,38,0,1,0,0,2
2,1,1,1,0,0,27,1,0,0,0,2
1,1,3,2,1,0,38,0,1,0,0,2
3,1,1,1,1,1,40,2,3,0,0,2
1,0,1,2,0,0,43,0,2,0,1,2
2,1,3,1,1,0,30,0,2,0,0,2
1,1,3,2,1,0,33,6,1,0,0,2
2,1,3,1,1,0,35,2,1,0,0,2
1,1,1,1,1,0,39,6,4,0,0,0
3,1,3,0,0,2,0,0,7,2,2,0
1,1,3,1,1,0,36,6,5,0,0,0
1,1,1,1,1,0,56,4,1,0,0,0
1,1,1,1,0,0,42,1,0,0,0,0
2,1,3,2,1,0,24,4,1,0,0,0
1,1,1,1,1,0,17,0,3,0,0,0
2,1,1,1,1,0,27,0,1,0,0,1
1,1,1,2,1,0,44,4,1,0,0,1
1,1,3,1,1,0,32,6,5,0,0,1
2,1,1,1,1,0,23,6,10,0,0,1
3,0,1,2,1,0,22,0,10,0,1,1
2,0,1,2,0,0,54,0,6,1,0,1
3,0,1,1,0,0,38,0,6,1,0,1
1,1,1,1,1,0,28,4,3,0,0,1
2,1,3,1,1,0,35,6,1,0,0,1
3,1,1,1,1,0,39,9,1,0,0,1
4,0,1,2,1,0,49,0,1,0,1,1
5,0,1,1,1,0,24,0,1,0,1,1
1,1,3,1,1,0,46,0,3,0,0,1
2,0,1,2,1,0,47,0,3,0,1,1
3,1,3,1,1,0,22,0,1,0,0,1
2,1,3,1,1,0,27,0,5,0,0,2
2,1,3,1,1,0,32,2,1,0,0,2
3,1,1,1,1,0,31,2,3,0,0,2
2,1,1,1,1,0,60,6,3,0,0,0
2,1,1,1,0,0,0,0,1,2,2,2
1,1,3,1,1,0,34,2,1,0,0,0
2,1,1,1,1,0,25,6,3,2,2,0
2,1,3,2,1,0,27,4,1,0,0,1
1,1,3,2,1,0,31,6,1,0,0,1
1,1,1,2,1,0,22,4,1,0,0,0
2,1,3,1,1,0,50,9,8,0,0,0
1,1,3,1,1,0,55,9,9,0,0,1
2,0,1,2,0,0,59,0,6,1,2,1
2,1,3,2,1,0,58,4,4,0,0,1
1,1,1,1,1,0,25,6,3,2,2,1
1,1,3,2,1,0,24,4,1,0,0,1
1,1,3,1,1,0,17,0,3,0,0,1
2,0,1,2,0,0,50,0,6,1,2,1
1,1,3,1,1,0,39,8,2,0,0,1
2,0,1,1,0,0,56,0,6,1,2,1
1,1,1,1,1,0,44,6,3,2,2,1
3,1,3,1,1,0,42,6,1,0,0,1
1,1,1,1,1,0,45,0,3,0,0,0
2,1,1,2,1,0,65,4,1,2,2,1
1,1,1,1,1,0,29,6,3,2,2,2
1,1,3,1,1,0,37,7,1,0,0,1
2,1,1,1,1,0,42,6,3,2,2,1
1,1,3,1,1,0,35,7,1,0,0,1
2,1,1,1,1,0,27,3,3,2,2,1
1,1,3,1,1,0,41,10,2,0,0,2
1,1,3,1,1,0,23,6,5,0,0,2
3,1,3,1,1,0,59,4,1,0,0,2
1,1,1,1,1,0,44,0,1,0,0,1
2,1,3,1,1,0,61,0,1,0,0,1
2,1,1,1,1,0,69,4,1,0,0,1
1,1,3,1,1,0,38,7,3,0,0,2
2,0,1,1,0,0,19,0,6,2,1,2
3,1,3,1,1,0,38,0,1,0,0,2
1,1,1,1,1,0,46,6,3,2,2,2
2,1,3,1,1,0,23,7,3,0,0,2
1,1,3,1,1,0,46,0,1,0,0,2
2,1,1,1,0,0,26,3,3,2,2,2
1,1,3,2,1,0,31,3,1,0,0,2
2,1,1,2,1,0,19,4,3,0,0,2
1,1,3,1,1,0,46,9,1,0,0,2
2,1,1,1,1,0,36,3,3,0,0,2
1,1,3,2,1,0,66,0,1,0,0,0
2,0,1,1,0,1,30,0,6,1,0,0
3,0,1,1,1,0,26,0,3,2,1,0
2,1,3,1,1,0,27,2,3,0,0,1
2,1,1,1,1,0,55,6,3,0,0,1
1,1,1,1,1,0,26,12,3,0,0,2
2,1,3,1,1,0,69,4,1,0,0,2
3,0,1,1,0,2,0,0,3,2,1,2
1,1,1,1,1,0,62,6,3,0,0,2
2,1,3,1,1,0,32,4,1,0,0,2
2,1,3,1,1,0,67,7,1,0,0,1
2,1,1,1,1,0,45,7,3,0,0,2
3,1,3,1,1,0,47,7,1,0,0,2
4,0,1,2,1,0,10,0,3,0,1,2
1,1,3,1,1,0,52,2,1,0,0,2
2,1,1,1,1,0,30,2,3,0,0,2
1,1,2,1,1,0,44,2,3,0,0,2
1,1,3,1,1,0,53,6,1,0,0,2
3,0,3,2,1,0,23,0,1,0,1,2
4,0,3,1,1,0,24,0,1,0,1,2
1,0,1,1,0,1,53,0,6,1,0,2
1,1,3,1,1,0,38,8,8,0,0,0
2,0,1,1,1,0,5,0,8,0,1,0
2,0,1,1,1,0,16,0,3,0,1,0
3,1,3,1,1,0,32,6,1,0,0,0
1,1,3,1,1,0,77,6,1,0,0,0
2,1,3,2,1,0,35,4,1,0,0,0
1,0,1,2,0,0,40,0,6,1,0,0
2,1,3,1,1,0,43,0,1,0,0,0
1,1,3,1,1,0,46,8,1,0,0,0
2,1,1,2,1,0,41,6,3,0,0,0
2,0,1,1,0,0,77,0,6,1,0,0
1,1,3,1,1,0,29,0,5,0,0,0
3,1,1,1,1,0,29,6,3,0,0,0
1,1,1,1,1,0,40,8,3,0,0,0
2,1,3,1,1,0,25,4,1,0,0,0
1,1,1,1,1,0,47,8,2,0,0,1
2,0,1,2,1,0,56,0,2,0,1,1
3,0,1,2,1,0,49,0,2,0,1,1
4,1,1,1,0,0,29,1,0,0,0,1
2,1,3,1,1,0,30,9,7,0,0,1
1,1,1,2,0,0,7,1,0,0,0,2
1,1,3,1,1,0,64,7,1,0,0,1
1,1,3,2,1,0,42,7,1,0,0,0
2,1,3,1,1,0,47,6,1,0,0,0
3,1,1,1,1,0,57,6,3,0,0,0
2,1,1,1,1,0,72,4,1,0,0,0
1,1,1,1,1,0,63,4,1,0,0,0
2,1,0,0,0,2,0,0,6,2,2,0
2,1,1,2,1,0,35,6,3,0,0,0
1,1,3,1,1,0,58,6,1,0,0,0
2,1,3,1,1,0,31,8,1,0,0,1
1,1,1,1,1,0,42,10,1,0,0,1
2,1,3,1,1,0,24,6,1,0,0,1
3,1,3,1,1,0,38,8,1,0,0,1
2,0,1,2,1,0,91,0,1,0,1,1
3,1,3,1,1,0,32,0,1,0,0,1
2,1,1,1,1,0,37,4,1,0,0,1
1,1,1,1,0,0,21,6,0,0,0,1
2,1,3,1,1,0,21,0,1,0,0,1
4,1,1,0,0,2,0,0,3,2,2,1
2,1,1,1,1,0,17,0,3,0,0,0
1,1,1,1,1,0,32,4,1,0,0,2
2,1,3,2,1,0,28,6,3,0,0,2
3,0,1,2,1,0,36,0,3,0,1,2
1,1,1,1,1,1,39,0,3,0,0,2
5,0,0,2,1,1,32,0,3,0,1,2
1,1,3,1,1,0,38,7,2,0,0,2
2,1,1,1,1,0,39,9,1,0,0,2
2,0,1,2,1,0,31,0,3,0,1,2
3,1,3,1,1,0,36,0,1,0,0,2
2,1,3,1,1,0,58,6,5,0,0,0
1,1,3,2,1,0,31,4,1,0,0,1
1,0,1,1,0,0,17,0,6,1,0,1
1,1,0,1,1,0,39,3,3,0,0,0
4,0,1,2,1,0,61,0,3,0,1,0
2,1,3,1,1,0,70,9,7,0,0,0
3,1,3,1,1,0,22,4,1,0,0,0
2,1,1,1,1,0,19,0,14,0,0,0
2,0,1,2,0,0,71,0,6,1,0,1
1,0,1,2,0,0,68,0,6,1,0,1
1,1,1,1,1,0,30,2,1,0,0,1
2,1,3,1,1,0,34,9,1,0,0,1
1,1,1,2,1,0,38,4,1,0,0,1
1,1,3,1,1,0,74,6,1,0,0,1
1,0,1,2,0,0,74,0,6,1,0,1
3,1,0,1,0,2,0,1,0,2,2,1
1,1,3,1,1,0,62,6,1,0,0,1
2,1,1,1,1,0,38,4,3,0,0,1
3,0,1,2,1,0,42,0,3,0,1,1
1,0,1,1,1,0,66,0,2,0,1,1
2,1,3,1,1,0,45,0,2,0,0,1
3,1,3,1,1,0,53,2,1,0,0,2
3,1,1,1,1,0,53,0,3,0,0,2
1,0,1,2,1,0,47,0,2,0,1,0
2,1,1,2,1,0,28,6,3,0,0,0
2,1,1,2,1,0,29,6,3,0,0,1
4,0,3,1,1,0,26,0,7,0,1,1
1,1,3,1,1,0,42,6,4,0,0,1
1,0,1,1,0,0,72,0,3,2,2,1
1,0,1,2,0,0,62,0,6,1,0,2
2,1,1,1,1,0,16,0,14,0,0,1
1,0,1,2,1,0,40,0,5,0,1,2
2,0,1,2,1,0,20,0,1,0,1,2
3,1,1,1,1,0,41,0,5,0,0,2
4,0,1,1,1,0,11,0,5,0,1,2
5,0,1,2,1,0,11,0,5,0,1,2
6,1,1,1,1,0,18,0,1,0,0,2
2,1,3,2,1,0,20,4,1,0,0,2
2,1,1,1,1,0,32,0,3,0,0,2
1,1,3,2,1,0,40,0,1,0,0,2
1,1,1,1,0,0,41,0,3,0,0,2
2,1,3,1,1,0,22,0,1,0,0,2
3,0,1,1,0,0,2,0,6,1,0,2
1,1,1,1,1,0,37,4,3,0,0,0
2,1,3,1,1,0,64,6,1,0,0,0
3,1,3,2,1,0,19,0,4,0,0,0
1,1,3,1,1,0,30,6,1,0,0,0
2,1,1,2,1,0,29,6,3,0,0,0
1,1,3,2,1,0,32,4,4,0,0,0
2,1,1,1,1,0,48,3,3,0,0,0
1,1,3,1,1,0,78,4,1,0,0,0
2,1,3,1,1,0,39,6,1,0,0,0
1,1,3,1,1,0,38,4,1,0,0,0
1,1,3,1,1,0,28,3,3,0,0,0
2,0,1,2,0,0,72,0,6,1,0,0
1,1,1,2,1,0,28,4,3,0,0,1
2,1,3,1,1,0,43,3,1,0,0,1
4,0,1,2,1,0,43,0,3,0,1,1
2,1,1,1,1,0,24,6,3,2,2,0
1,1,1,1,1,0,37,6,3,2,2,0
2,1,1,2,1,0,31,3,3,0,0,0
2,1,1,1,0,0,54,1,0,2,2,0
1,1,1,1,1,0,44,6,1,0,0,0
3,1,3,1,1,0,22,0,1,0,0,0
2,1,3,1,1,0,27,9,2,0,0,0
3,1,3,1,1,0,33,8,2,0,0,0
4,0,1,2,1,0,22,0,2,2,1,0
2,1,3,1,1,0,30,4,1,0,0,0
1,1,2,1,1,0,44,0,3,2,2,0
1,1,3,1,1,0,36,10,2,0,0,0
2,1,1,1,0,2,0,8,3,2,2,0
1,0,1,1,0,0,8,0,6,1,0,1
4,1,3,2,1,0,37,0,1,0,0,1
1,1,1,1,1,0,16,0,3,2,2,1
2,1,1,1,1,0,25,4,5,2,2,1
2,1,3,2,1,0,50,4,1,0,0,1
3,1,3,1,1,0,33,0,3,0,0,1
1,1,1,1,1,0,19,2,3,2,2,1
2,1,3,1,1,0,24,2,1,0,0,1
1,1,1,2,1,0,26,6,3,2,2,1
1,1,1,2,1,0,34,4,1,0,0,1
1,1,1,1,1,0,20,2,3,2,2,1
2,1,1,1,1,0,47,2,1,2,2,1
3,0,1,2,1,0,18,0,3,2,1,1
2,1,1,2,1,0,33,6,3,0,0,1
2,1,3,1,1,0,39,6,5,0,0,1
1,1,3,2,1,0,32,6,1,0,0,1
1,0,1,2,0,0,27,0,6,1,0,1
3,1,1,1,0,0,17,1,0,2,2,2
4,1,3,1,1,0,42,0,5,0,0,2
1,1,1,2,1,0,37,3,3,0,0,2
1,1,1,1,1,0,42,6,1,2,2,2
2,1,3,1,1,0,45,4,1,0,0,2
3,1,1,1,1,0,40,0,3,0,0,2
5,1,3,1,0,2,0,0,2,2,2,1
1,1,1,1,0,0,25,1,0,0,0,1
2,1,1,2,1,0,25,6,3,2,2,2
1,1,3,1,1,0,69,4,1,0,0,1
2,1,3,1,1,0,51,10,7,0,0,1
3,1,3,1,1,0,20,4,1,0,0,1
4,1,1,1,1,0,45,3,3,0,0,1
2,1,3,1,1,0,33,0,2,0,0,1
1,1,1,1,1,0,24,12,3,0,0,1
2,1,3,1,1,0,64,6,1,0,0,1
1,1,1,1,1,0,54,7,3,0,0,1
3,1,3,1,1,0,67,0,1,0,0,1
2,1,3,1,1,0,49,8,1,0,0,1
3,0,1,2,1,0,60,0,1,0,1,1
2,1,1,1,1,0,29,4,1,0,0,2
1,1,1,1,1,0,52,6,3,0,0,2
2,1,3,2,1,0,21,6,3,0,0,2
1,1,1,1,1,0,28,7,3,0,0,2
2,0,1,2,0,0,27,0,6,1,0,2
2,1,3,2,1,0,39,0,1,0,0,2
3,1,1,1,1,0,44,0,3,0,0,0
2,1,1,1,0,0,16,1,0,0,0,0
1,1,1,1,1,0,22,6,1,0,0,1
2,1,3,1,1,0,39,4,1,0,0,1
2,1,3,1,1,0,24,3,3,0,0,1
1,1,1,1,1,0,59,7,3,0,0,1
2,0,1,1,1,0,49,0,3,0,1,1
3,0,1,1,0,0,22,0,6,1,2,1
1,1,3,2,1,0,54,4,1,0,0,1
1,0,1,1,0,0,31,0,6,1,0,1
1,1,3,1,1,0,49,10,1,0,0,1
2,1,1,1,1,0,48,6,3,0,0,2
2,0,1,1,0,0,52,0,6,1,0,2
2,1,1,1,1,0,28,4,3,0,0,2
1,1,3,2,1,0,31,4,1,0,0,2
1,1,3,1,1,0,35,0,3,0,0,2
2,1,1,1,0,0,22,1,0,2,2,2
3,1,3,1,0,2,0,3,1,2,2,2
2,1,3,1,1,0,53,6,5,0,0,2
1,1,3,1,1,0,32,8,2,0,0,2
2,0,1,1,0,1,48,0,6,1,0,2
1,1,3,1,1,0,51,6,1,0,0,2
2,1,1,1,1,0,34,9,3,0,0,2
2,1,1,1,1,0,57,9,1,0,0,2
1,1,1,1,1,0,22,9,3,0,0,2
2,1,3,1,1,0,58,0,1,0,0,2
2,1,3,1,1,0,50,4,1,0,0,0
3,1,1,1,1,0,36,6,3,0,0,0
2,1,3,1,1,0,59,6,3,0,0,0
3,1,3,1,1,0,43,4,1,0,0,0
2,1,3,1,1,0,50,0,1,0,0,0
2,1,3,2,1,0,31,4,6,0,0,0
3,1,3,2,1,0,39,4,1,0,0,0
1,1,1,1,1,0,45,0,3,0,0,2
2,1,3,0,0,2,0,0,3,2,2,0
2,0,1,1,0,0,86,0,6,1,0,0
3,0,1,1,1,0,32,0,3,0,1,1
1,0,1,2,0,0,68,0,6,1,0,0
2,1,0,1,1,0,34,0,3,0,0,0
1,1,1,2,1,0,55,4,1,0,0,1
2,0,1,2,1,0,54,0,1,0,1,1
2,1,0,0,0,2,0,6,1,2,2,0
2,1,1,1,1,0,70,6,5,0,0,0
1,1,3,1,1,0,38,8,3,0,0,1
1,1,3,2,1,0,47,6,1,0,0,1
1,1,3,1,1,0,43,0,1,0,0,1
3,1,3,1,1,0,41,3,1,0,0,1
1,1,1,2,1,0,26,6,1,0,0,1
1,1,3,1,1,0,69,9,1,0,0,1
1,1,3,1,1,0,51,9,5,0,0,1
1,1,1,1,1,0,24,2,3,0,0,1
2,1,3,1,1,0,21,7,1,0,0,1
1,1,1,2,1,0,34,7,3,0,0,1
3,1,1,1,1,0,36,0,3,0,0,1
1,1,3,1,1,0,37,9,1,0,0,1
2,1,1,1,1,0,40,3,3,0,0,1
2,1,3,2,1,0,51,4,1,0,0,1
2,0,1,1,0,2,0,0,6,1,0,2
1,1,3,1,1,0,22,4,1,0,0,2
1,1,1,1,1,0,21,0,1,0,0,2
2,1,1,1,1,0,50,7,5,0,0,2
1,1,1,1,0,2,24,6,3,0,0,2
2,1,3,1,1,0,56,4,1,0,0,0
2,0,1,2,0,0,49,0,6,1,2,0
1,1,1,1,1,0,41,2,3,0,0,0
1,1,1,2,1,0,25,6,1,0,0,0
1,0,1,1,0,0,34,0,6,1,0,0
2,1,1,1,1,0,35,3,3,2,2,1
2,1,3,1,1,0,24,9,8,0,0,1
2,0,1,1,0,1,44,0,6,1,0,1
